s (1,1) 23
(30,82) (29,82) 128
(30,82) (31,82) 65
(31,82) (30,82) 139
(31,82) (32,82) 117
(32,82) (31,82) 141
(32,82) (33,82) 19
(33,82) (32,82) 52
(33,82) (34,82) 59
(34,82) (33,82) 50
(34,82) (35,82) 76
(35,82) (34,82) 58
(35,82) (36,82) 17
(36,82) (35,82) 111
(36,82) (37,82) 139
(37,82) (36,82) 56
(37,82) (38,82) 136
(38,82) (37,82) 82
(38,82) (39,82) 127
(39,82) (38,82) 5
(39,82) (40,82) 139
(40,82) (39,82) 37
(40,82) (41,82) 92
(41,82) (40,82) 131
(41,82) (42,82) 51
(42,82) (41,82) 59
(42,82) (43,82) 150
(43,82) (42,82) 141
(43,82) (44,82) 64
(44,82) (43,82) 94
(44,82) (45,82) 82
(45,82) (44,82) 43
(45,82) (46,82) 141
(46,82) (45,82) 132
(46,82) (47,82) 145
(47,82) (46,82) 143
(47,82) (48,82) 40
(48,82) (47,82) 135
(48,82) (49,82) 111
(49,82) (48,82) 114
(49,82) (50,82) 45
(50,82) (49,82) 114
(50,82) (51,82) 25
(51,82) (50,82) 55
(51,82) (52,82) 121
(52,82) (51,82) 38
(52,82) (53,82) 40
(53,82) (52,82) 87
(53,82) (54,82) 32
(54,82) (53,82) 137
(54,82) (55,82) 35
(55,82) (54,82) 71
(55,82) (56,82) 67
(56,82) (55,82) 91
(56,82) (57,82) 140
(57,82) (56,82) 31
(57,82) (58,82) 128
(58,82) (57,82) 132
(58,82) (59,82) 149
(59,82) (58,82) 8
(59,82) (60,82) 70
(60,82) (59,82) 110
(60,82) (61,82) 98
(61,82) (60,82) 72
(61,82) (62,82) 107
(62,82) (61,82) 69
(62,82) (63,82) 17
(63,82) (62,82) 138
(63,82) (64,82) 10
(64,82) (63,82) 31
(64,82) (65,82) 72
(65,82) (64,82) 35
(65,82) (66,82) 99
(66,82) (65,82) 7
(66,82) (67,82) 81
(67,82) (66,82) 94
(67,82) (68,82) 141
(68,82) (67,82) 26
(68,82) (69,82) 67
(69,82) (68,82) 93
(69,82) (70,82) 104
(70,82) (69,82) 11
(70,82) (71,82) 145
(71,82) (70,82) 72
(71,82) (72,82) 5
(72,82) (71,82) 99
(72,82) (73,82) 41
(73,82) (72,82) 84
(73,82) (74,82) 132
(74,82) (73,82) 135
(74,82) (75,82) 126
(75,82) (74,82) 97
(75,82) (76,82) 50
(76,82) (75,82) 101
(76,82) (77,82) 29
(77,82) (76,82) 121
(77,82) (78,82) 102
(78,82) (77,82) 35
(78,82) (79,82) 13
(79,82) (78,82) 11
(79,82) (80,82) 68
(80,82) (79,82) 50
(80,82) (81,82) 115
(81,82) (80,82) 56
(81,82) (82,82) 5
(82,82) (81,82) 124
(82,82) (83,82) 13
(83,82) (82,82) 63
(83,82) (84,82) 92
(84,82) (83,82) 113
(84,82) (85,82) 134
(85,82) (84,82) 101
(85,82) (86,82) 135
(86,82) (85,82) 18
(86,82) (87,82) 34
(87,82) (86,82) 116
(87,82) (88,82) 8
(88,82) (87,82) 60
(88,82) (89,82) 57
(89,82) (88,82) 145
(89,82) (90,82) 5
(90,82) (89,82) 78
(90,82) (91,82) 2
(91,82) (90,82) 98
(91,82) (92,82) 132
(92,82) (91,82) 118
(92,82) (93,82) 2
(93,82) (92,82) 112
(93,82) (94,82) 82
(94,82) (93,82) 50
(94,82) (95,82) 119
(95,82) (94,82) 71
(95,82) (96,82) 61
(96,82) (95,82) 66
(96,82) (97,82) 50
(97,82) (96,82) 84
(97,82) (98,82) 77
(98,82) (97,82) 25
(98,82) (99,82) 149
(99,82) (98,82) 92
(99,82) (100,82) 145
(100,82) (99,82) 87
(100,82) (101,82) 65
(101,82) (100,82) 39
(101,82) (102,82) 25
(102,82) (101,82) 134
(102,82) (103,82) 29
(103,82) (102,82) 52
(103,82) (104,82) 138
(104,82) (103,82) 7
(104,82) (105,82) 132
(105,82) (104,82) 104
(105,82) (106,82) 125
(106,82) (105,82) 132
(106,82) (107,82) 97
(107,82) (106,82) 46
(107,82) (108,82) 127
(108,82) (107,82) 73
(108,82) (109,82) 85
(109,82) (108,82) 109
(109,82) (110,82) 22
(110,82) (109,82) 65
(110,82) (111,82) 79
(111,82) (110,82) 146
(111,82) (112,82) 110
(112,82) (111,82) 64
(112,82) (113,82) 53
(113,82) (112,82) 66
(113,82) (114,82) 51
(114,82) (113,82) 134
(114,82) (115,82) 3
(115,82) (114,82) 5
(115,82) (116,82) 125
(116,82) (115,82) 145
(116,82) (117,82) 90
(117,82) (116,82) 76
(117,82) (118,82) 129
(118,82) (117,82) 66
(118,82) (119,82) 126
(119,82) (118,82) 30
(119,82) (120,82) 146
(120,82) (119,82) 42
(120,82) (121,82) 13
(121,82) (120,82) 105
(121,82) (122,82) 150
(122,82) (121,82) 98
(122,82) (123,82) 65
(123,82) (122,82) 144
(123,82) (124,82) 73
(124,82) (123,82) 7
(124,82) (125,82) 145
(125,82) (124,82) 13
(125,82) (126,82) 42
(126,82) (125,82) 3
(126,82) (127,82) 47
(127,82) (126,82) 43
(127,82) (128,82) 100
(128,82) (127,82) 75
(128,82) (129,82) 25
(129,82) (128,82) 77
(129,82) (130,82) 149
(130,82) (129,82) 25
(130,82) (131,82) 30
(131,82) (130,82) 128
(131,82) (132,82) 141
(132,82) (131,82) 13
(132,82) (133,82) 65
(133,82) (132,82) 143
(133,82) (134,82) 131
(134,82) (133,82) 77
(134,82) (135,82) 33
(135,82) (134,82) 129
(135,82) (136,82) 131
(136,82) (135,82) 68
(136,82) (137,82) 65
(137,82) (136,82) 35
(137,82) (138,82) 22
(138,82) (137,82) 136
(138,82) (139,82) 85
(139,82) (138,82) 118
(139,82) (140,82) 40
(140,82) (139,82) 15
(140,82) (141,82) 13
(141,82) (140,82) 124
(141,82) (142,82) 72
(142,82) (141,82) 76
(142,82) (143,82) 39
(143,82) (142,82) 118
(143,82) (144,82) 35
(144,82) (143,82) 115
(144,82) (145,82) 92
(145,82) (144,82) 109
(145,82) (146,82) 135
(146,82) (145,82) 83
(146,82) (147,82) 60
(147,82) (146,82) 99
(147,82) (148,82) 79
(148,82) (147,82) 6
(148,82) (149,82) 25
(149,82) (148,82) 5
(149,82) (150,82) 93
(150,82) (149,82) 53
(150,82) (151,82) 141
(151,82) (150,82) 147
(151,82) (152,82) 146
(152,82) (151,82) 7
(152,82) (153,82) 101
(153,82) (152,82) 138
(153,82) (154,82) 16
(154,82) (153,82) 66
(154,82) (155,82) 144
(155,82) (154,82) 84
(155,82) (156,82) 6
(156,82) (155,82) 31
(156,82) (157,82) 108
(157,82) (156,82) 148
(157,82) (158,82) 25
(158,82) (157,82) 138
(158,82) (159,82) 133
(159,82) (158,82) 33
(159,82) (160,82) 118
(160,82) (159,82) 50
(160,82) (161,82) 54
(161,82) (160,82) 111
(161,82) (162,82) 92
(162,82) (161,82) 133
(162,82) (163,82) 33
(163,82) (162,82) 142
(163,82) (164,82) 146
(164,82) (163,82) 79
(164,82) (165,82) 106
(165,82) (164,82) 132
(165,82) (166,82) 32
(166,82) (165,82) 144
(166,82) (167,82) 131
(167,82) (166,82) 68
(167,82) (168,82) 100
(168,82) (167,82) 30
(168,82) (169,82) 65
(169,82) (168,82) 82
(169,82) (170,82) 80
(170,82) (169,82) 55
(1,83) (2,83) 68
(2,83) (1,83) 149
(2,83) (3,83) 13
(3,83) (2,83) 14
(3,83) (4,83) 26
(4,83) (3,83) 54
(4,83) (5,83) 30
(5,83) (4,83) 115
(5,83) (6,83) 40
(6,83) (5,83) 84
(6,83) (7,83) 18
(7,83) (6,83) 129
(7,83) (8,83) 23
(8,83) (7,83) 91
(8,83) (9,83) 44
(9,83) (8,83) 19
(9,83) (10,83) 144
(10,83) (9,83) 3
(10,83) (11,83) 87
(11,83) (10,83) 48
(11,83) (12,83) 38
(12,83) (11,83) 116
(12,83) (13,83) 136
(13,83) (12,83) 137
(13,83) (14,83) 24
(14,83) (13,83) 116
(14,83) (15,83) 22
(15,83) (14,83) 5
(15,83) (16,83) 114
(16,83) (15,83) 100
(16,83) (17,83) 102
(17,83) (16,83) 73
(17,83) (18,83) 102
(18,83) (17,83) 12
(18,83) (19,83) 124
(19,83) (18,83) 123
(19,83) (20,83) 139
(20,83) (19,83) 68
(20,83) (21,83) 39
(21,83) (20,83) 124
(21,83) (22,83) 110
(22,83) (21,83) 109
(22,83) (23,83) 54
(23,83) (22,83) 135
(23,83) (24,83) 150
(24,83) (23,83) 66
(24,83) (25,83) 49
(25,83) (24,83) 7
(25,83) (26,83) 41
(26,83) (25,83) 78
(26,83) (27,83) 41
(27,83) (26,83) 47
(27,83) (28,83) 20
(28,83) (27,83) 144
(28,83) (29,83) 53
(29,83) (28,83) 40
(29,83) (30,83) 73
(30,83) (29,83) 55
(30,83) (31,83) 32
(31,83) (30,83) 93
(31,83) (32,83) 123
(32,83) (31,83) 107
(32,83) (33,83) 22
(33,83) (32,83) 74
(33,83) (34,83) 35
(34,83) (33,83) 7
(34,83) (35,83) 3
(35,83) (34,83) 120
(35,83) (36,83) 56
(36,83) (35,83) 133
(36,83) (37,83) 119
(37,83) (36,83) 12
(37,83) (38,83) 92
(38,83) (37,83) 112
(38,83) (39,83) 95
(39,83) (38,83) 136
(39,83) (40,83) 54
(40,83) (39,83) 24
(40,83) (41,83) 29
(41,83) (40,83) 136
(41,83) (42,83) 148
(42,83) (41,83) 71
(42,83) (43,83) 93
(43,83) (42,83) 73
(43,83) (44,83) 13
(44,83) (43,83) 3
(44,83) (45,83) 105
(45,83) (44,83) 121
(45,83) (46,83) 1
(46,83) (45,83) 129
(46,83) (47,83) 9
(47,83) (46,83) 27
(47,83) (48,83) 120
(48,83) (47,83) 68
(48,83) (49,83) 22
(49,83) (48,83) 5
(49,83) (50,83) 110
(50,83) (49,83) 56
(50,83) (51,83) 35
(51,83) (50,83) 111
(51,83) (52,83) 145
(52,83) (51,83) 107
(52,83) (53,83) 120
(53,83) (52,83) 45
(53,83) (54,83) 106
(54,83) (53,83) 141
(54,83) (55,83) 60
(55,83) (54,83) 149
(55,83) (56,83) 36
(56,83) (55,83) 32
(56,83) (57,83) 130
(57,83) (56,83) 103
(57,83) (58,83) 128
(58,83) (57,83) 138
(58,83) (59,83) 127
(59,83) (58,83) 9
(59,83) (60,83) 65
(60,83) (59,83) 71
(60,83) (61,83) 46
(61,83) (60,83) 96
(61,83) (62,83) 109
(62,83) (61,83) 36
(62,83) (63,83) 116
(63,83) (62,83) 103
(63,83) (64,83) 110
(64,83) (63,83) 96
(64,83) (65,83) 118
(65,83) (64,83) 141
(65,83) (66,83) 3
(66,83) (65,83) 83
(66,83) (67,83) 81
(67,83) (66,83) 89
(67,83) (68,83) 28
(68,83) (67,83) 11
(68,83) (69,83) 6
(69,83) (68,83) 1
(69,83) (70,83) 12
(70,83) (69,83) 98
(70,83) (71,83) 61
(71,83) (70,83) 115
(71,83) (72,83) 50
(72,83) (71,83) 60
(72,83) (73,83) 23
(73,83) (72,83) 146
(73,83) (74,83) 117
(74,83) (73,83) 12
(74,83) (75,83) 36
(75,83) (74,83) 73
(75,83) (76,83) 149
(76,83) (75,83) 30
(76,83) (77,83) 52
(77,83) (76,83) 107
(77,83) (78,83) 97
(78,83) (77,83) 90
(78,83) (79,83) 27
(79,83) (78,83) 12
(79,83) (80,83) 12
(80,83) (79,83) 13
(80,83) (81,83) 107
(81,83) (80,83) 38
(81,83) (82,83) 124
(82,83) (81,83) 25
(82,83) (83,83) 121
(83,83) (82,83) 37
(83,83) (84,83) 109
(84,83) (83,83) 123
(84,83) (85,83) 78
(85,83) (84,83) 121
(85,83) (86,83) 74
(86,83) (85,83) 33
(86,83) (87,83) 149
(87,83) (86,83) 134
(87,83) (88,83) 141
(88,83) (87,83) 5
(88,83) (89,83) 20
(89,83) (88,83) 135
(89,83) (90,83) 105
(90,83) (89,83) 107
(90,83) (91,83) 101
(91,83) (90,83) 118
(91,83) (92,83) 84
(92,83) (91,83) 59
(92,83) (93,83) 57
(93,83) (92,83) 132
(93,83) (94,83) 15
(94,83) (93,83) 129
(94,83) (95,83) 68
(95,83) (94,83) 54
(95,83) (96,83) 102
(96,83) (95,83) 25
(96,83) (97,83) 143
(97,83) (96,83) 68
(97,83) (98,83) 89
(98,83) (97,83) 128
(98,83) (99,83) 26
(99,83) (98,83) 129
(99,83) (100,83) 106
(100,83) (99,83) 134
(100,83) (101,83) 14
(101,83) (100,83) 79
(101,83) (102,83) 102
(102,83) (101,83) 104
(102,83) (103,83) 67
(103,83) (102,83) 52
(103,83) (104,83) 58
(104,83) (103,83) 107
(104,83) (105,83) 95
(105,83) (104,83) 140
(105,83) (106,83) 147
(106,83) (105,83) 116
(106,83) (107,83) 111
(107,83) (106,83) 150
(107,83) (108,83) 85
(108,83) (107,83) 143
(108,83) (109,83) 62
(109,83) (108,83) 121
(109,83) (110,83) 42
(110,83) (109,83) 64
(110,83) (111,83) 140
(111,83) (110,83) 93
(111,83) (112,83) 5
(112,83) (111,83) 73
(112,83) (113,83) 72
(113,83) (112,83) 30
(113,83) (114,83) 8
(114,83) (113,83) 53
(114,83) (115,83) 68
(115,83) (114,83) 43
(115,83) (116,83) 5
(116,83) (115,83) 29
(116,83) (117,83) 135
(117,83) (116,83) 129
(117,83) (118,83) 107
(118,83) (117,83) 69
(118,83) (119,83) 41
(119,83) (118,83) 72
(119,83) (120,83) 83
(120,83) (119,83) 145
(120,83) (121,83) 112
(121,83) (120,83) 4
(121,83) (122,83) 53
(122,83) (121,83) 27
(122,83) (123,83) 37
(123,83) (122,83) 18
(123,83) (124,83) 119
(124,83) (123,83) 95
(124,83) (125,83) 117
(125,83) (124,83) 81
(125,83) (126,83) 38
(126,83) (125,83) 146
(126,83) (127,83) 125
(127,83) (126,83) 98
(127,83) (128,83) 8
(128,83) (127,83) 89
(128,83) (129,83) 144
(129,83) (128,83) 130
(129,83) (130,83) 6
(130,83) (129,83) 16
(130,83) (131,83) 21
(131,83) (130,83) 18
(131,83) (132,83) 2
(132,83) (131,83) 143
(132,83) (133,83) 148
(133,83) (132,83) 49
(133,83) (134,83) 146
(134,83) (133,83) 107
(134,83) (135,83) 21
(135,83) (134,83) 53
(135,83) (136,83) 25
(136,83) (135,83) 68
(136,83) (137,83) 59
(137,83) (136,83) 34
(137,83) (138,83) 125
(138,83) (137,83) 141
(138,83) (139,83) 139
(139,83) (138,83) 117
(139,83) (140,83) 58
(140,83) (139,83) 43
(140,83) (141,83) 42
(141,83) (140,83) 5
(141,83) (142,83) 44
(142,83) (141,83) 11
(142,83) (143,83) 124
(143,83) (142,83) 36
(143,83) (144,83) 105
(144,83) (143,83) 91
(144,83) (145,83) 87
(145,83) (144,83) 43
(145,83) (146,83) 150
(146,83) (145,83) 24
(146,83) (147,83) 88
(147,83) (146,83) 111
(147,83) (148,83) 145
(148,83) (147,83) 149
(148,83) (149,83) 124
(149,83) (148,83) 47
(149,83) (150,83) 41
(150,83) (149,83) 58
(150,83) (151,83) 44
(151,83) (150,83) 149
(151,83) (152,83) 137
(152,83) (151,83) 89
(152,83) (153,83) 42
(153,83) (152,83) 40
(153,83) (154,83) 1
(154,83) (153,83) 96
(154,83) (155,83) 94
(155,83) (154,83) 3
(155,83) (156,83) 36
(156,83) (155,83) 22
(156,83) (157,83) 135
(157,83) (156,83) 92
(157,83) (158,83) 56
(158,83) (157,83) 20
(158,83) (159,83) 108
(159,83) (158,83) 70
(159,83) (160,83) 25
(160,83) (159,83) 60
(160,83) (161,83) 72
(161,83) (160,83) 40
(161,83) (162,83) 10
(162,83) (161,83) 19
(162,83) (163,83) 72
(163,83) (162,83) 26
(163,83) (164,83) 94
(164,83) (163,83) 144
(164,83) (165,83) 82
(165,83) (164,83) 115
(165,83) (166,83) 82
(166,83) (165,83) 53
(166,83) (167,83) 70
(167,83) (166,83) 73
(167,83) (168,83) 142
(168,83) (167,83) 33
(168,83) (169,83) 36
(169,83) (168,83) 58
(169,83) (170,83) 24
(170,83) (169,83) 112
(1,84) (2,84) 92
(2,84) (1,84) 87
(2,84) (3,84) 148
(3,84) (2,84) 80
(3,84) (4,84) 74
(4,84) (3,84) 15
(4,84) (5,84) 24
(5,84) (4,84) 24
(5,84) (6,84) 119
(6,84) (5,84) 144
(6,84) (7,84) 139
(7,84) (6,84) 124
(7,84) (8,84) 9
(8,84) (7,84) 61
(8,84) (9,84) 34
(9,84) (8,84) 43
(9,84) (10,84) 121
(10,84) (9,84) 28
(10,84) (11,84) 29
(11,84) (10,84) 91
(11,84) (12,84) 118
(12,84) (11,84) 55
(12,84) (13,84) 41
(13,84) (12,84) 106
(13,84) (14,84) 64
(14,84) (13,84) 95
(14,84) (15,84) 96
(15,84) (14,84) 33
(15,84) (16,84) 41
(16,84) (15,84) 117
(16,84) (17,84) 42
(17,84) (16,84) 73
(17,84) (18,84) 69
(18,84) (17,84) 117
(18,84) (19,84) 13
(19,84) (18,84) 44
(19,84) (20,84) 58
(20,84) (19,84) 131
(20,84) (21,84) 141
(21,84) (20,84) 1
(21,84) (22,84) 34
(22,84) (21,84) 74
(22,84) (23,84) 47
(23,84) (22,84) 32
(23,84) (24,84) 62
(24,84) (23,84) 132
(24,84) (25,84) 8
(25,84) (24,84) 86
(25,84) (26,84) 29
(26,84) (25,84) 14
(26,84) (27,84) 96
(27,84) (26,84) 113
(27,84) (28,84) 105
(28,84) (27,84) 89
(28,84) (29,84) 34
(29,84) (28,84) 94
(29,84) (30,84) 79
(30,84) (29,84) 150
(30,84) (31,84) 41
(31,84) (30,84) 2
(31,84) (32,84) 95
(32,84) (31,84) 81
(32,84) (33,84) 149
(33,84) (32,84) 137
(33,84) (34,84) 39
(34,84) (33,84) 113
(34,84) (35,84) 62
(35,84) (34,84) 102
(35,84) (36,84) 129
(36,84) (35,84) 30
(36,84) (37,84) 77
(37,84) (36,84) 84
(37,84) (38,84) 20
(38,84) (37,84) 124
(38,84) (39,84) 46
(39,84) (38,84) 57
(39,84) (40,84) 133
(40,84) (39,84) 37
(40,84) (41,84) 106
(41,84) (40,84) 80
(41,84) (42,84) 90
(42,84) (41,84) 146
(42,84) (43,84) 43
(43,84) (42,84) 71
(43,84) (44,84) 107
(44,84) (43,84) 99
(44,84) (45,84) 92
(45,84) (44,84) 1
(45,84) (46,84) 15
(46,84) (45,84) 81
(46,84) (47,84) 109
(47,84) (46,84) 130
(47,84) (48,84) 102
(48,84) (47,84) 96
(48,84) (49,84) 14
(49,84) (48,84) 146
(49,84) (50,84) 28
(50,84) (49,84) 140
(50,84) (51,84) 52
(51,84) (50,84) 79
(51,84) (52,84) 137
(52,84) (51,84) 145
(52,84) (53,84) 98
(53,84) (52,84) 123
(53,84) (54,84) 54
(54,84) (53,84) 40
(54,84) (55,84) 33
(55,84) (54,84) 4
(55,84) (56,84) 12
(56,84) (55,84) 99
(56,84) (57,84) 53
(57,84) (56,84) 95
(57,84) (58,84) 82
(58,84) (57,84) 26
(58,84) (59,84) 70
(59,84) (58,84) 150
(59,84) (60,84) 142
(60,84) (59,84) 9
(60,84) (61,84) 75
(61,84) (60,84) 58
(61,84) (62,84) 31
(62,84) (61,84) 126
(62,84) (63,84) 61
(63,84) (62,84) 54
(63,84) (64,84) 146
(64,84) (63,84) 7
(64,84) (65,84) 17
(65,84) (64,84) 84
(65,84) (66,84) 51
(66,84) (65,84) 1
(66,84) (67,84) 9
(67,84) (66,84) 60
(67,84) (68,84) 48
(68,84) (67,84) 80
(68,84) (69,84) 128
(69,84) (68,84) 62
(69,84) (70,84) 141
(70,84) (69,84) 82
(70,84) (71,84) 131
(71,84) (70,84) 68
(71,84) (72,84) 55
(72,84) (71,84) 90
(72,84) (73,84) 117
(73,84) (72,84) 23
(73,84) (74,84) 131
(74,84) (73,84) 35
(74,84) (75,84) 53
(75,84) (74,84) 49
(75,84) (76,84) 142
(76,84) (75,84) 23
(76,84) (77,84) 100
(77,84) (76,84) 146
(77,84) (78,84) 101
(78,84) (77,84) 127
(78,84) (79,84) 123
(79,84) (78,84) 84
(79,84) (80,84) 50
(80,84) (79,84) 83
(80,84) (81,84) 60
(81,84) (80,84) 63
(81,84) (82,84) 38
(82,84) (81,84) 59
(82,84) (83,84) 134
(83,84) (82,84) 26
(83,84) (84,84) 128
(84,84) (83,84) 107
(84,84) (85,84) 3
(85,84) (84,84) 13
(85,84) (86,84) 42
(86,84) (85,84) 85
(86,84) (87,84) 100
(87,84) (86,84) 8
(87,84) (88,84) 17
(88,84) (87,84) 112
(88,84) (89,84) 114
(89,84) (88,84) 58
(89,84) (90,84) 116
(90,84) (89,84) 112
(90,84) (91,84) 15
(91,84) (90,84) 62
(91,84) (92,84) 18
(92,84) (91,84) 80
(92,84) (93,84) 109
(93,84) (92,84) 117
(93,84) (94,84) 41
(94,84) (93,84) 41
(94,84) (95,84) 21
(95,84) (94,84) 81
(95,84) (96,84) 146
(96,84) (95,84) 50
(96,84) (97,84) 124
(97,84) (96,84) 105
(97,84) (98,84) 14
(98,84) (97,84) 110
(98,84) (99,84) 51
(99,84) (98,84) 150
(99,84) (100,84) 132
(100,84) (99,84) 83
(100,84) (101,84) 56
(101,84) (100,84) 60
(101,84) (102,84) 46
(102,84) (101,84) 45
(102,84) (103,84) 131
(103,84) (102,84) 136
(103,84) (104,84) 86
(104,84) (103,84) 65
(104,84) (105,84) 147
(105,84) (104,84) 88
(105,84) (106,84) 113
(106,84) (105,84) 101
(106,84) (107,84) 26
(107,84) (106,84) 100
(107,84) (108,84) 136
(108,84) (107,84) 106
(108,84) (109,84) 58
(109,84) (108,84) 21
(109,84) (110,84) 57
(110,84) (109,84) 21
(110,84) (111,84) 142
(111,84) (110,84) 133
(111,84) (112,84) 40
(112,84) (111,84) 148
(112,84) (113,84) 133
(113,84) (112,84) 28
(113,84) (114,84) 68
(114,84) (113,84) 134
(114,84) (115,84) 3
(115,84) (114,84) 105
(115,84) (116,84) 64
(116,84) (115,84) 140
(116,84) (117,84) 110
(117,84) (116,84) 77
(117,84) (118,84) 57
(118,84) (117,84) 133
(118,84) (119,84) 13
(119,84) (118,84) 150
(119,84) (120,84) 84
(120,84) (119,84) 127
(120,84) (121,84) 142
(121,84) (120,84) 49
(121,84) (122,84) 63
(122,84) (121,84) 95
(122,84) (123,84) 44
(123,84) (122,84) 31
(123,84) (124,84) 58
(124,84) (123,84) 69
(124,84) (125,84) 26
(125,84) (124,84) 76
(125,84) (126,84) 67
(126,84) (125,84) 83
(126,84) (127,84) 13
(127,84) (126,84) 41
(127,84) (128,84) 64
(128,84) (127,84) 90
(128,84) (129,84) 91
(129,84) (128,84) 52
(129,84) (130,84) 70
(130,84) (129,84) 50
(130,84) (131,84) 107
(131,84) (130,84) 36
(131,84) (132,84) 94
(132,84) (131,84) 141
(132,84) (133,84) 34
(133,84) (132,84) 146
(133,84) (134,84) 128
(134,84) (133,84) 50
(134,84) (135,84) 44
(135,84) (134,84) 84
(135,84) (136,84) 100
(136,84) (135,84) 120
(136,84) (137,84) 90
(137,84) (136,84) 11
(137,84) (138,84) 44
(138,84) (137,84) 25
(138,84) (139,84) 38
(139,84) (138,84) 56
(139,84) (140,84) 42
(140,84) (139,84) 114
(140,84) (141,84) 23
(141,84) (140,84) 146
(141,84) (142,84) 108
(142,84) (141,84) 66
(142,84) (143,84) 95
(143,84) (142,84) 65
(143,84) (144,84) 48
(144,84) (143,84) 143
(144,84) (145,84) 13
(145,84) (144,84) 107
(145,84) (146,84) 49
(146,84) (145,84) 45
(146,84) (147,84) 99
(147,84) (146,84) 42
(147,84) (148,84) 42
(148,84) (147,84) 144
(148,84) (149,84) 23
(149,84) (148,84) 3
(149,84) (150,84) 56
(150,84) (149,84) 106
(150,84) (151,84) 55
(151,84) (150,84) 132
(151,84) (152,84) 139
(152,84) (151,84) 34
(152,84) (153,84) 121
(153,84) (152,84) 130
(153,84) (154,84) 46
(154,84) (153,84) 121
(154,84) (155,84) 111
(155,84) (154,84) 85
(155,84) (156,84) 126
(156,84) (155,84) 112
(156,84) (157,84) 101
(157,84) (156,84) 63
(157,84) (158,84) 56
(158,84) (157,84) 62
(158,84) (159,84) 52
(159,84) (158,84) 20
(159,84) (160,84) 29
(160,84) (159,84) 119
(160,84) (161,84) 25
(161,84) (160,84) 137
(161,84) (162,84) 103
(162,84) (161,84) 16
(162,84) (163,84) 131
(163,84) (162,84) 110
(163,84) (164,84) 22
(164,84) (163,84) 57
(164,84) (165,84) 80
(165,84) (164,84) 146
(165,84) (166,84) 17
(166,84) (165,84) 69
(166,84) (167,84) 77
(167,84) (166,84) 91
(167,84) (168,84) 29
(168,84) (167,84) 102
(168,84) (169,84) 47
(169,84) (168,84) 125
(169,84) (170,84) 25
(170,84) (169,84) 5
(1,85) (2,85) 35
(2,85) (1,85) 7
(2,85) (3,85) 79
(3,85) (2,85) 117
(3,85) (4,85) 62
(4,85) (3,85) 11
(4,85) (5,85) 122
(5,85) (4,85) 110
(5,85) (6,85) 121
(6,85) (5,85) 124
(6,85) (7,85) 45
(7,85) (6,85) 112
(7,85) (8,85) 59
(8,85) (7,85) 141
(8,85) (9,85) 4
(9,85) (8,85) 129
(9,85) (10,85) 71
(10,85) (9,85) 31
(10,85) (11,85) 13
(11,85) (10,85) 143
(11,85) (12,85) 76
(12,85) (11,85) 55
(12,85) (13,85) 32
(13,85) (12,85) 28
(13,85) (14,85) 88
(14,85) (13,85) 110
(14,85) (15,85) 117
(15,85) (14,85) 129
(15,85) (16,85) 111
(16,85) (15,85) 58
(16,85) (17,85) 1
(17,85) (16,85) 106
(17,85) (18,85) 107
(18,85) (17,85) 131
(18,85) (19,85) 92
(19,85) (18,85) 133
(19,85) (20,85) 28
(20,85) (19,85) 59
(20,85) (21,85) 39
(21,85) (20,85) 125
(21,85) (22,85) 81
(22,85) (21,85) 102
(22,85) (23,85) 11
(23,85) (22,85) 85
(23,85) (24,85) 130
(24,85) (23,85) 143
(24,85) (25,85) 36
(25,85) (24,85) 92
(25,85) (26,85) 143
(26,85) (25,85) 102
(26,85) (27,85) 115
(27,85) (26,85) 5
(27,85) (28,85) 68
(28,85) (27,85) 24
(28,85) (29,85) 49
(29,85) (28,85) 140
(29,85) (30,85) 139
(30,85) (29,85) 126
(30,85) (31,85) 67
(31,85) (30,85) 58
(31,85) (32,85) 86
(32,85) (31,85) 14
(32,85) (33,85) 24
(33,85) (32,85) 115
(33,85) (34,85) 104
(34,85) (33,85) 134
(34,85) (35,85) 123
(35,85) (34,85) 72
(35,85) (36,85) 54
(36,85) (35,85) 26
(36,85) (37,85) 4
(37,85) (36,85) 19
(37,85) (38,85) 108
(38,85) (37,85) 105
(38,85) (39,85) 16
(39,85) (38,85) 78
(39,85) (40,85) 46
(40,85) (39,85) 138
(40,85) (41,85) 25
(41,85) (40,85) 48
(41,85) (42,85) 31
(42,85) (41,85) 11
(42,85) (43,85) 52
(43,85) (42,85) 85
(43,85) (44,85) 126
(44,85) (43,85) 59
(44,85) (45,85) 61
(45,85) (44,85) 36
(45,85) (46,85) 1
(46,85) (45,85) 87
(46,85) (47,85) 145
(47,85) (46,85) 96
(47,85) (48,85) 21
(48,85) (47,85) 81
(48,85) (49,85) 145
(49,85) (48,85) 100
(49,85) (50,85) 11
(50,85) (49,85) 107
(50,85) (51,85) 53
(51,85) (50,85) 137
(51,85) (52,85) 97
(52,85) (51,85) 92
(52,85) (53,85) 40
(53,85) (52,85) 62
(53,85) (54,85) 65
(54,85) (53,85) 66
(54,85) (55,85) 129
(55,85) (54,85) 7
(55,85) (56,85) 43
(56,85) (55,85) 32
(56,85) (57,85) 18
(57,85) (56,85) 124
(57,85) (58,85) 73
(58,85) (57,85) 61
(58,85) (59,85) 114
(59,85) (58,85) 27
(59,85) (60,85) 50
(60,85) (59,85) 145
(60,85) (61,85) 118
