s (1,1) 113
(23,90) (24,90) 113
(24,90) (23,90) 45
(24,90) (25,90) 52
(25,90) (24,90) 79
(25,90) (26,90) 322
(26,90) (25,90) 406
(26,90) (27,90) 239
(27,90) (26,90) 8
(27,90) (28,90) 492
(28,90) (27,90) 449
(28,90) (29,90) 494
(29,90) (28,90) 367
(29,90) (30,90) 224
(30,90) (29,90) 289
(30,90) (31,90) 49
(31,90) (30,90) 370
(31,90) (32,90) 469
(32,90) (31,90) 317
(32,90) (33,90) 493
(33,90) (32,90) 467
(33,90) (34,90) 204
(34,90) (33,90) 366
(34,90) (35,90) 248
(35,90) (34,90) 66
(35,90) (36,90) 338
(36,90) (35,90) 374
(36,90) (37,90) 295
(37,90) (36,90) 308
(37,90) (38,90) 140
(38,90) (37,90) 352
(38,90) (39,90) 147
(39,90) (38,90) 25
(39,90) (40,90) 126
(40,90) (39,90) 188
(40,90) (41,90) 498
(41,90) (40,90) 48
(41,90) (42,90) 458
(42,90) (41,90) 216
(42,90) (43,90) 196
(43,90) (42,90) 387
(43,90) (44,90) 289
(44,90) (43,90) 72
(44,90) (45,90) 202
(45,90) (44,90) 50
(45,90) (46,90) 344
(46,90) (45,90) 303
(46,90) (47,90) 226
(47,90) (46,90) 216
(47,90) (48,90) 432
(48,90) (47,90) 275
(48,90) (49,90) 93
(49,90) (48,90) 129
(49,90) (50,90) 230
(50,90) (49,90) 111
(50,90) (51,90) 191
(51,90) (50,90) 247
(51,90) (52,90) 91
(52,90) (51,90) 456
(52,90) (53,90) 321
(53,90) (52,90) 68
(53,90) (54,90) 465
(54,90) (53,90) 1
(54,90) (55,90) 28
(55,90) (54,90) 262
(55,90) (56,90) 193
(56,90) (55,90) 313
(56,90) (57,90) 201
(57,90) (56,90) 322
(57,90) (58,90) 21
(58,90) (57,90) 128
(58,90) (59,90) 233
(59,90) (58,90) 339
(59,90) (60,90) 460
(60,90) (59,90) 127
(60,90) (61,90) 105
(61,90) (60,90) 415
(61,90) (62,90) 428
(62,90) (61,90) 456
(62,90) (63,90) 476
(63,90) (62,90) 456
(63,90) (64,90) 395
(64,90) (63,90) 21
(64,90) (65,90) 293
(65,90) (64,90) 105
(65,90) (66,90) 47
(66,90) (65,90) 124
(66,90) (67,90) 215
(67,90) (66,90) 256
(67,90) (68,90) 13
(68,90) (67,90) 356
(68,90) (69,90) 371
(69,90) (68,90) 444
(69,90) (70,90) 85
(70,90) (69,90) 180
(70,90) (71,90) 177
(71,90) (70,90) 76
(71,90) (72,90) 61
(72,90) (71,90) 425
(72,90) (73,90) 142
(73,90) (72,90) 454
(73,90) (74,90) 291
(74,90) (73,90) 267
(74,90) (75,90) 50
(75,90) (74,90) 458
(75,90) (76,90) 461
(76,90) (75,90) 24
(76,90) (77,90) 111
(77,90) (76,90) 303
(77,90) (78,90) 484
(78,90) (77,90) 305
(78,90) (79,90) 48
(79,90) (78,90) 296
(79,90) (80,90) 357
(80,90) (79,90) 26
(80,90) (81,90) 100
(81,90) (80,90) 277
(81,90) (82,90) 61
(82,90) (81,90) 93
(82,90) (83,90) 270
(83,90) (82,90) 285
(83,90) (84,90) 339
(84,90) (83,90) 321
(84,90) (85,90) 177
(85,90) (84,90) 416
(85,90) (86,90) 196
(86,90) (85,90) 400
(86,90) (87,90) 424
(87,90) (86,90) 326
(87,90) (88,90) 470
(88,90) (87,90) 330
(88,90) (89,90) 449
(89,90) (88,90) 71
(89,90) (90,90) 226
(90,90) (89,90) 36
(90,90) (91,90) 15
(91,90) (90,90) 446
(91,90) (92,90) 441
(92,90) (91,90) 445
(92,90) (93,90) 431
(93,90) (92,90) 184
(93,90) (94,90) 386
(94,90) (93,90) 258
(94,90) (95,90) 492
(95,90) (94,90) 218
(95,90) (96,90) 266
(96,90) (95,90) 16
(96,90) (97,90) 487
(97,90) (96,90) 476
(97,90) (98,90) 65
(98,90) (97,90) 355
(98,90) (99,90) 154
(99,90) (98,90) 110
(99,90) (100,90) 57
(100,90) (99,90) 358
(100,90) (101,90) 103
(101,90) (100,90) 296
(101,90) (102,90) 409
(102,90) (101,90) 266
(102,90) (103,90) 182
(103,90) (102,90) 73
(103,90) (104,90) 128
(104,90) (103,90) 218
(104,90) (105,90) 49
(105,90) (104,90) 113
(105,90) (106,90) 16
(106,90) (105,90) 436
(106,90) (107,90) 348
(107,90) (106,90) 152
(107,90) (108,90) 274
(108,90) (107,90) 65
(108,90) (109,90) 281
(109,90) (108,90) 116
(109,90) (110,90) 16
(110,90) (109,90) 410
(110,90) (111,90) 473
(111,90) (110,90) 383
(111,90) (112,90) 495
(112,90) (111,90) 490
(112,90) (113,90) 389
(113,90) (112,90) 178
(113,90) (114,90) 158
(114,90) (113,90) 126
(114,90) (115,90) 89
(115,90) (114,90) 66
(115,90) (116,90) 35
(116,90) (115,90) 21
(116,90) (117,90) 498
(117,90) (116,90) 421
(117,90) (118,90) 9
(118,90) (117,90) 313
(118,90) (119,90) 239
(119,90) (118,90) 165
(119,90) (120,90) 448
(120,90) (119,90) 399
(120,90) (121,90) 446
(121,90) (120,90) 212
(121,90) (122,90) 66
(122,90) (121,90) 314
(122,90) (123,90) 317
(123,90) (122,90) 112
(123,90) (124,90) 214
(124,90) (123,90) 499
(124,90) (125,90) 278
(125,90) (124,90) 459
(125,90) (126,90) 339
(126,90) (125,90) 49
(126,90) (127,90) 295
(127,90) (126,90) 83
(127,90) (128,90) 334
(128,90) (127,90) 332
(128,90) (129,90) 54
(129,90) (128,90) 7
(129,90) (130,90) 149
(130,90) (129,90) 173
(130,90) (131,90) 373
(131,90) (130,90) 282
(131,90) (132,90) 118
(132,90) (131,90) 116
(132,90) (133,90) 398
(133,90) (132,90) 130
(133,90) (134,90) 295
(134,90) (133,90) 450
(134,90) (135,90) 111
(135,90) (134,90) 54
(135,90) (136,90) 304
(136,90) (135,90) 163
(136,90) (137,90) 33
(137,90) (136,90) 77
(137,90) (138,90) 59
(138,90) (137,90) 175
(138,90) (139,90) 326
(139,90) (138,90) 242
(139,90) (140,90) 156
(140,90) (139,90) 73
(140,90) (141,90) 41
(141,90) (140,90) 387
(141,90) (142,90) 430
(142,90) (141,90) 433
(142,90) (143,90) 174
(143,90) (142,90) 266
(143,90) (144,90) 25
(144,90) (143,90) 435
(144,90) (145,90) 323
(145,90) (144,90) 308
(145,90) (146,90) 478
(146,90) (145,90) 12
(146,90) (147,90) 219
(147,90) (146,90) 250
(147,90) (148,90) 308
(148,90) (147,90) 301
(148,90) (149,90) 310
(149,90) (148,90) 83
(149,90) (150,90) 493
(150,90) (149,90) 173
(1,91) (2,91) 182
(2,91) (1,91) 280
(2,91) (3,91) 186
(3,91) (2,91) 52
(3,91) (4,91) 61
(4,91) (3,91) 55
(4,91) (5,91) 92
(5,91) (4,91) 106
(5,91) (6,91) 51
(6,91) (5,91) 169
(6,91) (7,91) 392
(7,91) (6,91) 62
(7,91) (8,91) 331
(8,91) (7,91) 266
(8,91) (9,91) 114
(9,91) (8,91) 43
(9,91) (10,91) 97
(10,91) (9,91) 191
(10,91) (11,91) 303
(11,91) (10,91) 257
(11,91) (12,91) 367
(12,91) (11,91) 472
(12,91) (13,91) 392
(13,91) (12,91) 248
(13,91) (14,91) 175
(14,91) (13,91) 78
(14,91) (15,91) 203
(15,91) (14,91) 303
(15,91) (16,91) 462
(16,91) (15,91) 329
(16,91) (17,91) 41
(17,91) (16,91) 121
(17,91) (18,91) 231
(18,91) (17,91) 274
(18,91) (19,91) 53
(19,91) (18,91) 348
(19,91) (20,91) 22
(20,91) (19,91) 18
(20,91) (21,91) 305
(21,91) (20,91) 136
(21,91) (22,91) 355
(22,91) (21,91) 474
(22,91) (23,91) 19
(23,91) (22,91) 93
(23,91) (24,91) 370
(24,91) (23,91) 368
(24,91) (25,91) 27
(25,91) (24,91) 69
(25,91) (26,91) 266
(26,91) (25,91) 232
(26,91) (27,91) 480
(27,91) (26,91) 15
(27,91) (28,91) 47
(28,91) (27,91) 20
(28,91) (29,91) 56
(29,91) (28,91) 269
(29,91) (30,91) 277
(30,91) (29,91) 82
(30,91) (31,91) 82
(31,91) (30,91) 490
(31,91) (32,91) 95
(32,91) (31,91) 299
(32,91) (33,91) 451
(33,91) (32,91) 78
(33,91) (34,91) 492
(34,91) (33,91) 425
(34,91) (35,91) 305
(35,91) (34,91) 122
(35,91) (36,91) 77
(36,91) (35,91) 74
(36,91) (37,91) 429
(37,91) (36,91) 484
(37,91) (38,91) 480
(38,91) (37,91) 385
(38,91) (39,91) 327
(39,91) (38,91) 340
(39,91) (40,91) 185
(40,91) (39,91) 247
(40,91) (41,91) 116
(41,91) (40,91) 103
(41,91) (42,91) 8
(42,91) (41,91) 79
(42,91) (43,91) 212
(43,91) (42,91) 433
(43,91) (44,91) 134
(44,91) (43,91) 102
(44,91) (45,91) 78
(45,91) (44,91) 142
(45,91) (46,91) 237
(46,91) (45,91) 317
(46,91) (47,91) 45
(47,91) (46,91) 49
(47,91) (48,91) 140
(48,91) (47,91) 205
(48,91) (49,91) 308
(49,91) (48,91) 89
(49,91) (50,91) 407
(50,91) (49,91) 37
(50,91) (51,91) 74
(51,91) (50,91) 437
(51,91) (52,91) 93
(52,91) (51,91) 136
(52,91) (53,91) 373
(53,91) (52,91) 59
(53,91) (54,91) 136
(54,91) (53,91) 66
(54,91) (55,91) 58
(55,91) (54,91) 198
(55,91) (56,91) 14
(56,91) (55,91) 173
(56,91) (57,91) 34
(57,91) (56,91) 112
(57,91) (58,91) 198
(58,91) (57,91) 209
(58,91) (59,91) 371
(59,91) (58,91) 87
(59,91) (60,91) 5
(60,91) (59,91) 352
(60,91) (61,91) 133
(61,91) (60,91) 480
(61,91) (62,91) 247
(62,91) (61,91) 396
(62,91) (63,91) 200
(63,91) (62,91) 182
(63,91) (64,91) 317
(64,91) (63,91) 271
(64,91) (65,91) 108
(65,91) (64,91) 481
(65,91) (66,91) 218
(66,91) (65,91) 158
(66,91) (67,91) 272
(67,91) (66,91) 203
(67,91) (68,91) 31
(68,91) (67,91) 39
(68,91) (69,91) 388
(69,91) (68,91) 497
(69,91) (70,91) 340
(70,91) (69,91) 396
(70,91) (71,91) 430
(71,91) (70,91) 187
(71,91) (72,91) 17
(72,91) (71,91) 61
(72,91) (73,91) 409
(73,91) (72,91) 45
(73,91) (74,91) 49
(74,91) (73,91) 161
(74,91) (75,91) 69
(75,91) (74,91) 461
(75,91) (76,91) 87
(76,91) (75,91) 358
(76,91) (77,91) 142
(77,91) (76,91) 298
(77,91) (78,91) 247
(78,91) (77,91) 243
(78,91) (79,91) 299
(79,91) (78,91) 144
(79,91) (80,91) 359
(80,91) (79,91) 218
(80,91) (81,91) 467
(81,91) (80,91) 415
(81,91) (82,91) 303
(82,91) (81,91) 195
(82,91) (83,91) 408
(83,91) (82,91) 91
(83,91) (84,91) 290
(84,91) (83,91) 240
(84,91) (85,91) 16
(85,91) (84,91) 425
(85,91) (86,91) 448
(86,91) (85,91) 181
(86,91) (87,91) 297
(87,91) (86,91) 207
(87,91) (88,91) 446
(88,91) (87,91) 259
(88,91) (89,91) 360
(89,91) (88,91) 445
(89,91) (90,91) 326
(90,91) (89,91) 205
(90,91) (91,91) 139
(91,91) (90,91) 300
(91,91) (92,91) 148
(92,91) (91,91) 18
(92,91) (93,91) 132
(93,91) (92,91) 29
(93,91) (94,91) 288
(94,91) (93,91) 190
(94,91) (95,91) 187
(95,91) (94,91) 99
(95,91) (96,91) 149
(96,91) (95,91) 209
(96,91) (97,91) 408
(97,91) (96,91) 319
(97,91) (98,91) 331
(98,91) (97,91) 30
(98,91) (99,91) 28
(99,91) (98,91) 109
(99,91) (100,91) 51
(100,91) (99,91) 489
(100,91) (101,91) 407
(101,91) (100,91) 163
(101,91) (102,91) 224
(102,91) (101,91) 271
(102,91) (103,91) 406
(103,91) (102,91) 182
(103,91) (104,91) 386
(104,91) (103,91) 284
(104,91) (105,91) 8
(105,91) (104,91) 53
(105,91) (106,91) 427
(106,91) (105,91) 391
(106,91) (107,91) 115
(107,91) (106,91) 466
(107,91) (108,91) 377
(108,91) (107,91) 458
(108,91) (109,91) 45
(109,91) (108,91) 492
(109,91) (110,91) 308
(110,91) (109,91) 104
(110,91) (111,91) 270
(111,91) (110,91) 139
(111,91) (112,91) 48
(112,91) (111,91) 424
(112,91) (113,91) 167
(113,91) (112,91) 312
(113,91) (114,91) 130
(114,91) (113,91) 357
(114,91) (115,91) 6
(115,91) (114,91) 112
(115,91) (116,91) 280
(116,91) (115,91) 476
(116,91) (117,91) 333
(117,91) (116,91) 53
(117,91) (118,91) 20
(118,91) (117,91) 415
(118,91) (119,91) 305
(119,91) (118,91) 116
(119,91) (120,91) 441
(120,91) (119,91) 15
(120,91) (121,91) 241
(121,91) (120,91) 472
(121,91) (122,91) 365
(122,91) (121,91) 124
(122,91) (123,91) 215
(123,91) (122,91) 136
(123,91) (124,91) 337
(124,91) (123,91) 389
(124,91) (125,91) 279
(125,91) (124,91) 76
(125,91) (126,91) 273
(126,91) (125,91) 63
(126,91) (127,91) 82
(127,91) (126,91) 92
(127,91) (128,91) 167
(128,91) (127,91) 300
(128,91) (129,91) 338
(129,91) (128,91) 315
(129,91) (130,91) 181
(130,91) (129,91) 401
(130,91) (131,91) 153
(131,91) (130,91) 6
(131,91) (132,91) 292
(132,91) (131,91) 333
(132,91) (133,91) 427
(133,91) (132,91) 496
(133,91) (134,91) 80
(134,91) (133,91) 96
(134,91) (135,91) 43
(135,91) (134,91) 221
(135,91) (136,91) 45
(136,91) (135,91) 344
(136,91) (137,91) 106
(137,91) (136,91) 211
(137,91) (138,91) 200
(138,91) (137,91) 175
(138,91) (139,91) 426
(139,91) (138,91) 75
(139,91) (140,91) 200
(140,91) (139,91) 439
(140,91) (141,91) 294
(141,91) (140,91) 265
(141,91) (142,91) 200
(142,91) (141,91) 201
(142,91) (143,91) 454
(143,91) (142,91) 18
(143,91) (144,91) 202
(144,91) (143,91) 315
(144,91) (145,91) 211
(145,91) (144,91) 143
(145,91) (146,91) 493
(146,91) (145,91) 41
(146,91) (147,91) 253
(147,91) (146,91) 270
(147,91) (148,91) 148
(148,91) (147,91) 386
(148,91) (149,91) 493
(149,91) (148,91) 78
(149,91) (150,91) 160
(150,91) (149,91) 228
(1,92) (2,92) 470
(2,92) (1,92) 161
(2,92) (3,92) 469
(3,92) (2,92) 115
(3,92) (4,92) 464
(4,92) (3,92) 402
(4,92) (5,92) 460
(5,92) (4,92) 30
(5,92) (6,92) 445
(6,92) (5,92) 333
(6,92) (7,92) 75
(7,92) (6,92) 397
(7,92) (8,92) 195
(8,92) (7,92) 170
(8,92) (9,92) 382
(9,92) (8,92) 315
(9,92) (10,92) 266
(10,92) (9,92) 325
(10,92) (11,92) 50
(11,92) (10,92) 176
(11,92) (12,92) 223
(12,92) (11,92) 140
(12,92) (13,92) 133
(13,92) (12,92) 15
(13,92) (14,92) 259
(14,92) (13,92) 344
(14,92) (15,92) 123
(15,92) (14,92) 149
(15,92) (16,92) 311
(16,92) (15,92) 227
(16,92) (17,92) 272
(17,92) (16,92) 389
(17,92) (18,92) 380
(18,92) (17,92) 72
(18,92) (19,92) 454
(19,92) (18,92) 185
(19,92) (20,92) 38
(20,92) (19,92) 392
(20,92) (21,92) 133
(21,92) (20,92) 99
(21,92) (22,92) 410
(22,92) (21,92) 15
(22,92) (23,92) 73
(23,92) (22,92) 454
(23,92) (24,92) 402
(24,92) (23,92) 227
(24,92) (25,92) 109
(25,92) (24,92) 84
(25,92) (26,92) 30
(26,92) (25,92) 129
(26,92) (27,92) 479
(27,92) (26,92) 480
(27,92) (28,92) 449
(28,92) (27,92) 448
(28,92) (29,92) 440
(29,92) (28,92) 473
(29,92) (30,92) 29
(30,92) (29,92) 396
(30,92) (31,92) 78
(31,92) (30,92) 421
(31,92) (32,92) 216
(32,92) (31,92) 82
(32,92) (33,92) 95
(33,92) (32,92) 420
(33,92) (34,92) 448
(34,92) (33,92) 106
(34,92) (35,92) 294
(35,92) (34,92) 477
(35,92) (36,92) 194
(36,92) (35,92) 497
(36,92) (37,92) 346
(37,92) (36,92) 435
(37,92) (38,92) 62
(38,92) (37,92) 394
(38,92) (39,92) 327
(39,92) (38,92) 14
(39,92) (40,92) 439
(40,92) (39,92) 193
(40,92) (41,92) 314
(41,92) (40,92) 250
(41,92) (42,92) 399
(42,92) (41,92) 50
(42,92) (43,92) 103
(43,92) (42,92) 29
(43,92) (44,92) 202
(44,92) (43,92) 396
(44,92) (45,92) 206
(45,92) (44,92) 284
(45,92) (46,92) 129
(46,92) (45,92) 222
(46,92) (47,92) 179
(47,92) (46,92) 314
(47,92) (48,92) 301
(48,92) (47,92) 40
(48,92) (49,92) 107
(49,92) (48,92) 5
(49,92) (50,92) 122
(50,92) (49,92) 83
(50,92) (51,92) 25
(51,92) (50,92) 287
(51,92) (52,92) 18
(52,92) (51,92) 110
(52,92) (53,92) 101
(53,92) (52,92) 314
(53,92) (54,92) 122
(54,92) (53,92) 216
(54,92) (55,92) 76
(55,92) (54,92) 354
(55,92) (56,92) 381
(56,92) (55,92) 488
(56,92) (57,92) 261
(57,92) (56,92) 171
(57,92) (58,92) 175
(58,92) (57,92) 176
(58,92) (59,92) 492
(59,92) (58,92) 82
(59,92) (60,92) 122
(60,92) (59,92) 267
(60,92) (61,92) 390
(61,92) (60,92) 171
(61,92) (62,92) 145
(62,92) (61,92) 290
(62,92) (63,92) 173
(63,92) (62,92) 357
(63,92) (64,92) 22
(64,92) (63,92) 296
(64,92) (65,92) 430
(65,92) (64,92) 331
(65,92) (66,92) 150
(66,92) (65,92) 131
(66,92) (67,92) 89
(67,92) (66,92) 48
(67,92) (68,92) 222
(68,92) (67,92) 335
(68,92) (69,92) 4
(69,92) (68,92) 148
(69,92) (70,92) 53
(70,92) (69,92) 387
(70,92) (71,92) 133
(71,92) (70,92) 160
(71,92) (72,92) 385
(72,92) (71,92) 303
(72,92) (73,92) 450
(73,92) (72,92) 60
(73,92) (74,92) 344
(74,92) (73,92) 75
(74,92) (75,92) 390
(75,92) (74,92) 491
(75,92) (76,92) 312
(76,92) (75,92) 94
(76,92) (77,92) 270
(77,92) (76,92) 96
(77,92) (78,92) 455
(78,92) (77,92) 28
(78,92) (79,92) 317
(79,92) (78,92) 221
(79,92) (80,92) 350
(80,92) (79,92) 31
(80,92) (81,92) 462
(81,92) (80,92) 464
(81,92) (82,92) 368
(82,92) (81,92) 174
(82,92) (83,92) 53
(83,92) (82,92) 395
(83,92) (84,92) 443
(84,92) (83,92) 443
(84,92) (85,92) 209
(85,92) (84,92) 344
(85,92) (86,92) 199
(86,92) (85,92) 373
(86,92) (87,92) 249
(87,92) (86,92) 258
(87,92) (88,92) 170
(88,92) (87,92) 318
(88,92) (89,92) 425
(89,92) (88,92) 80
(89,92) (90,92) 489
(90,92) (89,92) 327
(90,92) (91,92) 124
(91,92) (90,92) 344
(91,92) (92,92) 494
(92,92) (91,92) 100
(92,92) (93,92) 272
(93,92) (92,92) 401
(93,92) (94,92) 30
(94,92) (93,92) 496
(94,92) (95,92) 318
(95,92) (94,92) 398
(95,92) (96,92) 242
(96,92) (95,92) 148
(96,92) (97,92) 457
(97,92) (96,92) 346
(97,92) (98,92) 17
(98,92) (97,92) 112
(98,92) (99,92) 222
(99,92) (98,92) 436
(99,92) (100,92) 265
(100,92) (99,92) 322
(100,92) (101,92) 146
(101,92) (100,92) 179
(101,92) (102,92) 248
(102,92) (101,92) 432
(102,92) (103,92) 156
(103,92) (102,92) 212
(103,92) (104,92) 382
(104,92) (103,92) 458
(104,92) (105,92) 89
(105,92) (104,92) 101
(105,92) (106,92) 138
(106,92) (105,92) 457
(106,92) (107,92) 318
(107,92) (106,92) 130
(107,92) (108,92) 85
(108,92) (107,92) 315
(108,92) (109,92) 117
(109,92) (108,92) 367
(109,92) (110,92) 430
(110,92) (109,92) 98
(110,92) (111,92) 309
(111,92) (110,92) 188
(111,92) (112,92) 113
(112,92) (111,92) 376
(112,92) (113,92) 40
(113,92) (112,92) 38
(113,92) (114,92) 19
(114,92) (113,92) 109
(114,92) (115,92) 490
(115,92) (114,92) 119
(115,92) (116,92) 404
(116,92) (115,92) 409
(116,92) (117,92) 464
(117,92) (116,92) 357
(117,92) (118,92) 88
(118,92) (117,92) 282
(118,92) (119,92) 419
(119,92) (118,92) 372
(119,92) (120,92) 366
(120,92) (119,92) 15
(120,92) (121,92) 132
(121,92) (120,92) 369
(121,92) (122,92) 371
(122,92) (121,92) 31
(122,92) (123,92) 197
(123,92) (122,92) 152
(123,92) (124,92) 104
(124,92) (123,92) 295
(124,92) (125,92) 14
(125,92) (124,92) 50
(125,92) (126,92) 248
(126,92) (125,92) 178
(126,92) (127,92) 357
(127,92) (126,92) 264
(127,92) (128,92) 148
(128,92) (127,92) 147
(128,92) (129,92) 491
(129,92) (128,92) 416
(129,92) (130,92) 496
(130,92) (129,92) 314
(130,92) (131,92) 381
(131,92) (130,92) 117
(131,92) (132,92) 95
(132,92) (131,92) 392
(132,92) (133,92) 228
(133,92) (132,92) 362
(133,92) (134,92) 212
(134,92) (133,92) 25
(134,92) (135,92) 365
(135,92) (134,92) 400
(135,92) (136,92) 461
(136,92) (135,92) 72
(136,92) (137,92) 400
(137,92) (136,92) 45
(137,92) (138,92) 256
(138,92) (137,92) 494
(138,92) (139,92) 248
(139,92) (138,92) 394
(139,92) (140,92) 249
(140,92) (139,92) 13
(140,92) (141,92) 289
(141,92) (140,92) 322
(141,92) (142,92) 418
(142,92) (141,92) 120
(142,92) (143,92) 98
(143,92) (142,92) 305
(143,92) (144,92) 303
(144,92) (143,92) 244
(144,92) (145,92) 434
(145,92) (144,92) 455
(145,92) (146,92) 479
(146,92) (145,92) 221
(146,92) (147,92) 54
(147,92) (146,92) 493
(147,92) (148,92) 255
(148,92) (147,92) 102
(148,92) (149,92) 388
(149,92) (148,92) 478
(149,92) (150,92) 270
(150,92) (149,92) 28
(1,93) (2,93) 71
(2,93) (1,93) 431
(2,93) (3,93) 417
(3,93) (2,93) 38
(3,93) (4,93) 147
(4,93) (3,93) 341
(4,93) (5,93) 386
(5,93) (4,93) 150
(5,93) (6,93) 16
(6,93) (5,93) 5
(6,93) (7,93) 488
(7,93) (6,93) 36
(7,93) (8,93) 355
(8,93) (7,93) 402
(8,93) (9,93) 154
(9,93) (8,93) 72
(9,93) (10,93) 297
(10,93) (9,93) 8
(10,93) (11,93) 177
(11,93) (10,93) 303
(11,93) (12,93) 213
(12,93) (11,93) 332
(12,93) (13,93) 324
(13,93) (12,93) 251
(13,93) (14,93) 333
(14,93) (13,93) 147
(14,93) (15,93) 399
(15,93) (14,93) 196
(15,93) (16,93) 337
(16,93) (15,93) 192
(16,93) (17,93) 108
(17,93) (16,93) 442
(17,93) (18,93) 460
(18,93) (17,93) 70
(18,93) (19,93) 167
(19,93) (18,93) 272
(19,93) (20,93) 315
(20,93) (19,93) 93
(20,93) (21,93) 388
(21,93) (20,93) 304
(21,93) (22,93) 216
(22,93) (21,93) 192
(22,93) (23,93) 263
(23,93) (22,93) 1
(23,93) (24,93) 16
(24,93) (23,93) 480
(24,93) (25,93) 427
(25,93) (24,93) 471
(25,93) (26,93) 489
(26,93) (25,93) 107
(26,93) (27,93) 360
(27,93) (26,93) 249
(27,93) (28,93) 336
(28,93) (27,93) 163
(28,93) (29,93) 271
(29,93) (28,93) 5
(29,93) (30,93) 170
(30,93) (29,93) 192
(30,93) (31,93) 261
(31,93) (30,93) 301
(31,93) (32,93) 398
(32,93) (31,93) 141
(32,93) (33,93) 405
(33,93) (32,93) 193
(33,93) (34,93) 440
(34,93) (33,93) 176
(34,93) (35,93) 82
(35,93) (34,93) 435
(35,93) (36,93) 253
(36,93) (35,93) 12
(36,93) (37,93) 461
(37,93) (36,93) 254
(37,93) (38,93) 16
(38,93) (37,93) 147
(38,93) (39,93) 52
(39,93) (38,93) 260
(39,93) (40,93) 15
(40,93) (39,93) 434
(40,93) (41,93) 241
(41,93) (40,93) 39
(41,93) (42,93) 259
(42,93) (41,93) 240
(42,93) (43,93) 233
(43,93) (42,93) 286
(43,93) (44,93) 122
(44,93) (43,93) 244
(44,93) (45,93) 237
(45,93) (44,93) 117
(45,93) (46,93) 395
(46,93) (45,93) 195
(46,93) (47,93) 146
(47,93) (46,93) 158
(47,93) (48,93) 417
(48,93) (47,93) 269
(48,93) (49,93) 113
(49,93) (48,93) 500
(49,93) (50,93) 80
(50,93) (49,93) 69
(50,93) (51,93) 387
(51,93) (50,93) 374
(51,93) (52,93) 413
(52,93) (51,93) 391
(52,93) (53,93) 23
(53,93) (52,93) 470
(53,93) (54,93) 253
(54,93) (53,93) 67
(54,93) (55,93) 83
(55,93) (54,93) 432
(55,93) (56,93) 170
(56,93) (55,93) 352
(56,93) (57,93) 344
(57,93) (56,93) 497
(57,93) (58,93) 430
(58,93) (57,93) 206
(58,93) (59,93) 71
(59,93) (58,93) 305
(59,93) (60,93) 237
(60,93) (59,93) 451
(60,93) (61,93) 476
(61,93) (60,93) 464
(61,93) (62,93) 209
(62,93) (61,93) 468
(62,93) (63,93) 33
(63,93) (62,93) 242
(63,93) (64,93) 101
(64,93) (63,93) 140
(64,93) (65,93) 320
(65,93) (64,93) 171
(65,93) (66,93) 171
(66,93) (65,93) 141
(66,93) (67,93) 46
(67,93) (66,93) 326
(67,93) (68,93) 419
(68,93) (67,93) 134
(68,93) (69,93) 261
(69,93) (68,93) 278
(69,93) (70,93) 14
(70,93) (69,93) 106
(70,93) (71,93) 258
(71,93) (70,93) 410
(71,93) (72,93) 388
(72,93) (71,93) 224
(72,93) (73,93) 468
(73,93) (72,93) 189
(73,93) (74,93) 150
(74,93) (73,93) 422
(74,93) (75,93) 200
(75,93) (74,93) 74
(75,93) (76,93) 147
(76,93) (75,93) 231
(76,93) (77,93) 222
(77,93) (76,93) 59
(77,93) (78,93) 50
(78,93) (77,93) 19
(78,93) (79,93) 28
(79,93) (78,93) 162
(79,93) (80,93) 221
(80,93) (79,93) 57
(80,93) (81,93) 422
(81,93) (80,93) 226
(81,93) (82,93) 298
(82,93) (81,93) 33
(82,93) (83,93) 415
(83,93) (82,93) 470
(83,93) (84,93) 143
(84,93) (83,93) 277
(84,93) (85,93) 280
(85,93) (84,93) 15
(85,93) (86,93) 139
(86,93) (85,93) 138
(86,93) (87,93) 486
(87,93) (86,93) 101
(87,93) (88,93) 180
(88,93) (87,93) 108
(88,93) (89,93) 438
(89,93) (88,93) 420
(89,93) (90,93) 356
(90,93) (89,93) 182
(90,93) (91,93) 69
(91,93) (90,93) 378
(91,93) (92,93) 22
(92,93) (91,93) 145
(92,93) (93,93) 282
(93,93) (92,93) 292
(93,93) (94,93) 305
(94,93) (93,93) 493
(94,93) (95,93) 404
(95,93) (94,93) 186
(95,93) (96,93) 403
(96,93) (95,93) 189
(96,93) (97,93) 4
(97,93) (96,93) 196
(97,93) (98,93) 328
(98,93) (97,93) 103
(98,93) (99,93) 461
(99,93) (98,93) 391
(99,93) (100,93) 241
(100,93) (99,93) 448
(100,93) (101,93) 82
(101,93) (100,93) 286
(101,93) (102,93) 201
(102,93) (101,93) 239
(102,93) (103,93) 234
(103,93) (102,93) 141
(103,93) (104,93) 120
(104,93) (103,93) 261
(104,93) (105,93) 432
(105,93) (104,93) 208
(105,93) (106,93) 495
(106,93) (105,93) 356
(106,93) (107,93) 13
(107,93) (106,93) 233
(107,93) (108,93) 36
(108,93) (107,93) 461
(108,93) (109,93) 464
(109,93) (108,93) 77
(109,93) (110,93) 447
(110,93) (109,93) 33
(110,93) (111,93) 184
(111,93) (110,93) 224
(111,93) (112,93) 25
(112,93) (111,93) 204
(112,93) (113,93) 265
(113,93) (112,93) 351
(113,93) (114,93) 465
(114,93) (113,93) 138
